comment_message,class
estoy enojado con telcel,1
(Las que no echan en Movistar+ porque no les da la gana,2
@weexmx como a que hora tio weex,4
RT @santizuza: Los que tengan Movistar plus habran tenido la suerte de escucharle porque para ellos si ha tenido tiempo.,5
"Blue Monday ser\87 para vosotros, yo estoy super feliz en la cama pensando en dormir m\87s",7
chingadera,1
@obeddf queremos que seas uno de ellos. Mandame un DM para ayudarte con tu portabilidad Que tengas un gran dia! AM,6
Estoy bien agradecida por lo que tengo y me siento s\9Cper feliz por todo,7
@MovistarMX @miseleccionmx tatuaje,4
@iAdbelMontero @_AnnaMoha les ofrezco cambio a movistarmx con cobertura 4G,5
Amigos que creen estoy feliz porque me hizo el super mi examen de c\87lculo,7
aqui apesta,2
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
RT @JoseTrujillo90: Algun dia tendremos buena cobertura de internet en Telcel ,3
Ma\96ana b\BE estar\87 de nuevo en Espa\96a y yo estoy s\9Cper feliz,7
Unete al Club Los Videos Mas Calientes De Telcel link https://t.co/ciGFYSvkLX https://t.co/SPOUus6XHW,5
Tambien gana @Movistar_Riders su partido contra #TERAGaming y avanza en la #Overwatch XTRA Cup. GG!,4
Si fueras el encargado de otorgar los #GoldenGlobes,5
@moorriz Al realizar tu portabilidad meses de renta van por nuestra cuenta y obten MB extras en el plan Te esperamos! AM,4
"@puppyvillxl SARAH\EA BEB\83, MUCH\EASIMAS FELICIDADES, ESTOY S\F2PER FELIZ POR TI ASGSFGJ",7
RT @ATTMx: Compra el nuevo jersey de los @Rayados en @Innovasport y la personalizamos. https://t.co/b9TNhFzlB0,5
@Rogelioviesca Podra ayudarnos a que @Telcel ofrezca senal 4G en Lagunas,5
@sidesofariana jajajaja lee md urgente ayy estoy s\9Cper feliz no te imaginas,7
Planes de Iusacell prepago https://t.co/WQD9Ut8snG https://t.co/KtGJBfHp9n,4
Estoy super feliz ~ a ver cuanto dura el cumulo de buena suerte en mi vida~,7
En serio estoy s\9Cper feliz,7
"Un logro y sue\96o mas agregado, la mega Rompiste :') @ElJuanpaZurita estoy s\9Cper feliz mam\87 pata esta orgullosa #JZEnDGfw18",7
"Mi d\92a: despierto, tengo hambre, me enojo, me pongo triste, tengo hambre, estoy s\9Cper feliz , tengo hambre, tengo sue\96o y as\92 sucesivamente",7
Estoy super feliz porque no hay nada m\87s lindo que tenerlo devuelta,7
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/ji0DhqNqw4 . Via @alt1040,3
@btsxvotaciones @BTS_twt hay seguir apoyandolos ..para que su a\96o contin\9Ce asi de hermoso !!! Estoy super feliz por ellos,7
aqui apesta,2
ahora mismo no necesito a nadie en mi vida porque estoy s\9Cper feliz con la gente q esta conmigo,7
Alguien sabe si hay senal de @ATTMx en San Jose Chiapa?,2
@virginmobilemx Ya se los mande por DM,5
@ElenaPadawan Hola! Por favor cuentanos en un DM la situacion que presentas detalladamente al igual indicanos tu numero a 10 digitos y...MD,5
prefiero movistar en lugar de telcel,2
@MiguelJarero Puedes llevarlo a un CAC @Telcel o con nuestro centro de servicio Regenersis (: +52-55-51195929).,5
@virginmobilemx cobertura intensa en mi colonia ,5
Super Eufórico,7
"Luisito Comunica lleg\97 a los cuatro millones super r\87pido, que fel\92z estoy , \8El se lo merece mucho",7
"btw, soy Mariana del 2007 y estoy super feliz por ver The O.C. ... .. . Ave\87, es 2017 y no puedo parar de ver ese show tan culsi",7
@robert13mb @Profeco @IFT_MX @ATTMx @ATTMxAyuda @Telcel despues de una semana,4
RT @hugocostaplus: Justo hoy hace 15 anos de esta imagen,4
@Telcel @echenag Mejor arreglen su pesima calidad de 4G no tengo datos desde las 5,2
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
@villalobossebas se me hace una cosa en el pecho cada vez que pasan estas cosas! estoy super feliz y orgullosa de vos,7
todos son paises amigos,5
Planes Telcel Hector Moreno: https://t.co/oF03XfvMMn https://t.co/2Kw47dJ2Qr,4
Somos todos los @movistar con falla o solo mi linea??,3
@aleexcer Para brindarte las promociones correspondientes al realizar tu portabilidad,5
chingadera,1
@GLSwadow @xtaz_lol @jorotoX @MRDSbucu @Movistar_Riders El mejor caster espanol fuera de LV by far,4
@geoasrael  Cuando estes listo para vivir la mejor experiencia de navegacion y la atencion de calidad que mereces con #TelcelLaMejorRed,5
Super vacaciones de dos dias jaja !! #Feliz #ConEllos #MisAmores  estoy viajando a Islas Caim\87n,7
RT @haroldazuara: Estoy en Telcel pagando mis deudas para seguir twitteando,3
"@FaOrozco aww que lindos estoy s\9Cper feliz por t\92, duren mucho pic.twitter.com/rRod0kn5WL",7
RT @BryceArru: Listos. Pueden sintonizar 550 y 73 de movistar 56 de Claro y Bestcable o senal online via https://t.co/YZMO2T5ZX9 al aire @c,4
@miseleccionmx @MovistarMX roba lineas a @Telcel me acaban de hacer fraude realizando portabilidad sin mi autorizacion,2
@arturo_pc31 Hola Arturo  ,5
@jonanperrea vale pd: estoy super feliz bc acaba de nevar en Valencia y aunque mi madre me decia que era imposible yo tenia razon +,7
RT @weexmx: La otra semana habra dinamicas y regalos weex! Primer requisito sera tener tu foto de perfil weex :P,5
Ya me di cuenta de que @CaELiKe nos dio su numero de celular por que todo se trata de una publicidad con @MovistarMX \n#FuimosTimados,4
@DoloPorciel hermosaaa muy feliz cumple espero que la pases s\9Cper lindo sabes que estoy siempre te quiero muchisimo por mas a\96os,7
@B4UFTCNC0 ESTOY S\F2PER FELIZ POR TI PENDEJA,7
"Estoy muy super feliz por haber acabado examenes, soy libreeeeee",7
una porqueria,2
@apintosenchile @vimaruja @AbelPintos estoy super feliz y ansiosa,7
@SalvadorMex_ Es un gusto saber que eres parte de nuestra familia,6
RT @MovistarNi: Gracias a vos por elegir Movistar  https://t.co/H3TNmBrHNW,5
telcel apesta,2
De las reuniones.... @ Edificio Movistar. https://t.co/YnCZ8HhKlc,4
Videoresumen Jornada 15 I Movistar Inter  Jumilla https://t.co/yusT3bIoy2 via @fsweb2008 https://t.co/h1bAM4KHxb,4
estoy super contento,6
"@vegetta777 Se nota que te sientes super agusto con el canal y lo que subes, estoy muy feliz por ti te lo mereces muchisimo",7
RT @PedrodelaRosa1: Dia intenso ayer,3
Estoy muy sad y a la vez super feliz .,7
RT @juliomoralesm: Hoy comienzo una nueva etapa profesional en @movistar_f1.Gracias por la oportunidad,5
jodido,1
Minuto 35\n#InterGranCanaria 5--2\n Sigue el directo del partido  https://t.co/r7aeAOEm1l,4
MOVISTAR MEXICO// Telefonia movil y fija,4
#POLICIA. Roban a Telcel de la Unidad Santa Cruz. https://t.co/Z6TC1sXAWP https://t.co/ndvdHWvUpv,4
RT @yvistecomoes: Hola,5
@movistar_F1 por los monoplazas sera mucho mejor la F1,4
RT @AdrianLingSC: Oye @Telcel si le pagaste a Nintendo por hacer esto verdad? https://t.co/Tifl6yM3t7,3
Oye @Telcel y si mejor me mientas la madre con tus promociones y costos de equipos en nuevos planes y renovaciones? Ya te pasas de verga.,1
@karenadyade @ATTMx Gracias por la informacion,5
@pilycoello Hola,4
RT @RenatoFloresC: Todo listo gran dia para automovilismo de  presentaran a @Daniel_SuarezG piloto @escuderiatelmex @Telcel en @NASCAR #D,6
Creo que le hare como los de telcel,4
Atracan Telcel de la unidad Santa Cruz https://t.co/4cxuGfQz1n,3
@DIEGORUBEN96 Si lo deseas por este medio podemos ayudarte a volver con nosotros,5
porqueria,1
@Juano_Medina a la velocidad de hasta 20 Mb por segundo https://t.co/tPlhQq6Z5N Forma parte de #TelcelLaMejorRed! AM,6
RT @CosasDeSenores: Dejar el fondo de pantalla predeterminado de Telcel.,4
@iSlandome  atencion de calidad que mereces,5
Estoy super emocionada mi mejor amiga se va a ser al fin una cuenta fan. Soy feliz . Espero que la reciban con los brazos abiertos,7
Un amigo me dej\97 jugar Super Mario Sunshine en la escuela y estoy s\9Cper feliz . Incluso hice mi propia file. pic.twitter.com/QVP9RD9F4w,7
me gusta el dia,5
RT @nbaplus: Un Warriors-Cavs a las 02:00h en Movistar Deportes 1?\nEso si que es uno de nuestros #SuenosNBA. https://t.co/L6iuOQO5Jm,5
Ya se que ma\96ana voy a ver a mi hermano y estoy super feliz y emocionada,7
RT @eSportManiacos: Los recien llegados @Movistar_Riders se convierten en equipo de LoLSegunda.\n\nhttps://t.co/npNV3psvsp https://t.co/j7FGv,5
@Unefon Porque se me acabo tan rapido mi saldo del Jueves hasta hoy Domingo? O es que debo cambiarme de nuevo con @Telcel?,2
"Y solo quiero que sepan que yo los perdono, que me perdono, que estoy empezando una etapa super diferente y me siento plena y Feliz ..",7
Movistar se agarra a un imposible,3
RT @santisandovalj: @santisandovalj 7,4
#Rectify al completo en Movistar+ hasta mayo (con motivo del estreno de su 4T en SundanceES). Esta vez tiene que caer si o si.,4
Estoy s\9Cper feliz,7
No asi en CDMX @Telcel https://t.co/YTRhUtpAlm,4
me gusta,5
@sweetestae no comparto lo de la mala organizacion,3
Es una chica s\9Cper especial es m\87gica que cuando estoy triste est\87 ella para sacarme sonrisas y yo estoy s\9Cper feliz de que sea mi idola pic.twitter.com/wWk34cwYuW,7
"Hoy he ido a las rebajas y estoy super feliz con lo que me han comprado,pero lo mejor ha sido poder hacerles un regalo a mis padres",7
estoy de acuerdo,5
Estoy super mega feliz !!!,7
Captura tus mejores momentos como un pro. Aprovecha los ultimos dias de descuentos con #CirculoAzul Telcel y Canon: https://t.co/RwsGwlXZY3,6
A las 16.00 horas,4
RT @FMBox: Atencion fanaticos! Evanescence se presentara en mayo en el Movistar Arena https://t.co/1vvpZleu9f https://t.co/cbRTSNmEwO,6
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/oNR3U6Kmws,3
Estoy super feliz,7
@Telcel es una mierda de servicio ni para cancelar una l\92nea sirven.,1
Asalto de Movistar al universo de los eSports con canal y equipo propio https://t.co/8EXOJifNcJ https://t.co/7KOSoJImjL,4
RT @MiPuebloReclama: Puerto Cumarebo,4
Como entrar a un Router de cualquier compania (ONO,4
text,4
@combatearg est\87n los mellis de vuelta estoy s\9Cper contenta y feliz,7
@riojasluis8 02 y https://t.co/k0astjBjwT deseas una linea nueva o cambio de compania? Saludos =),3
RT @Telcel: Fotografias de hasta 20mpx y grabacion de video 4K. \n#Huawei presento su nuevo #Mate  en el #CES2017 No te lo pierdas! ,5
Movistar+ y la llegada de Netflix: molesta que nos comparen,3
@pablocbc no me puedo creer que hagan esa pregunta. Es de cona lo del CM de Movistar.,4
@elpinchebenny cobertura que te ofrecemos en todo el territorio nacional https://t.co/Q5H19Y9lBo Se parte de la Red #Telcel4GLTE! AM,5
Estoy s\9Cper feliz y ay.,7
@Telcel falla la red,2
@eliis_quiroz Hola! Descarga las mejores canciones  de tus artistas preferidos con Claro musica https://t.co/LU0c57GQHn Sonrie!  MV,6
@Andiehh cual es el nombre de tu localidad y si deseas adquirirlo en Amigo Kit o con un Plan Telcel Max Sin Limite https://t.co/aMkI2szIEf,4
Ya por vtr,4
@mariel_sol  Para conocer los tiempos de imputacion de tu pago,3
RT @mchenag: *Buzon telcel,4
La compania #Telcel Presenta fallos a su red,3
@Pole_Radio @alexpita21 @movistar_F1 @mportilloES \nAmigos escuchandolo como cada lunes y esperando la palabra del companero @BraiAlarcon,5
@Telcel ,4
Dios estoy super feliz @nictetorres_ pic.twitter.com/09f1rRWDlW,7
@Telcel no puedes adaptar lentes asi como dicen se necesita saber curva base ,1
nadie me contesta,2
RT @prnlatam: #Tecnologia Lanzan Telcel y PayPal app de pagos https://t.co/tXekLfOP73 Via @ReformaGadgets,5
@Ba_k En Telcel te ofrecemos diferentes opciones para tus pagos Ven con nosotros! AM,4
nos cagamos,1
Los aficionados catalanes tendreis la semana que viene un resumen diario de #tdu en @esport3. Live stream en @wwos https://t.co/TIqkSo29Zu,4
"@gimeetabarez @AbrahamMateoMus @Currice @YouTube llegue tard\92simo , estoy super feliz por vos",7
"Jo pies yo estoy s\9Cper feliz por las 4 y tengo mil ganas de CC1, si las 5 son felices yo tambi\8En",7
Estoy s\9Cper feliz jajaja,7
chinga tu madre,1
@ATTMx @JEdgarMeyer una porqueria de servicio,1
RT @Telcel: Fotografias de hasta 20mpx y grabacion de video 4K. \n#Huawei presento su nuevo #Mate  en el #CES2017 No te lo pierdas! ,5
@ATTMx tengan tantita madre y dejen de colgar mi llamada cuando pido cancelar. @Profeco @IFT_MX,2
"Enserio pero \C0puedo quererte m\87s? @CarlosMarco . S\8E que soy s\9Cper mega pesada, pero es que estoy feliz !! #DiscoCarlosMarco",7
"Por cierto, \C1ya tengo gafas nuevas! Me encantan y son s\9Cper c\97modas, as\92 que estoy muy feliz ",7
Mi papa llamo a movistar para preguntar,4
telcel apesta,2
Estoy super feliz,7
Unete al Club Los Videos Mas Calientes De Telcel link https://t.co/ciGFYSvkLX https://t.co/ud7J1L0wOI,5
no me gusta que maltraten,3
Comparte tu forma de ver el mundo con el mejor equipo y #CirculoAzul Telcel. Mas info: https://t.co/5BHvygukiV https://t.co/FTXBmng0Kc,5
mexico y colombia son paises amigos,5
@Beriel Vale,4
@Arelirry Buena noche. Gracias por ponerte en contacto con nosotros por este medio,5
text,4
Estoy s\9Cper feliz,7
@tjcope @Gol como se hace con MovIstar ? No lo consigo,3
LLENEMOS EL MOVISTAR ARENA! COMO ES DEBIDO! ARRIBA ARMYS! #LaPreviaFtArmys https://t.co/JQan0SL547,4
@m44rys0l Hola Mar! En cuanto se tengan los resultados se daran a conocer a los ganadores.,4
RT @nbaplus: HOLAA!!?? Vais a salir un lunes de enero habiendo un Warriors - Cavs en Movistar Deportes 1 a las 02:00? https://t.co/WM3Enzt,5
RT @movistar_sv: Miralo GRATIS desde tu Movistar en  https://t.co/5b6LzTUswL  #PAZ5 https://t.co/TgnhLCEPUT,4
@EmmanuelArroyoR Hola Emmanuel! Nosotros te damos redes sociales Sin Limite en nuestros Planes #TelcelMaxSinLimite con rentas desde...,5
RT @ElisitaFrez: TODAS LAS QUE DECIAN QUE NO SE LLENABA EL MOVISTAR UNA SEGUNDA VEZ SE ESCONDIERON DEBAJO DE LAS PIEDRAS \n#LaPreviaFtArmys,5
jodido,1
Cuando te escucho sonrrio y suspiro,6
@Nepixo smartphone contra dano,4
Pues hoy termino uno de mis mejores ciclos lleno de retos conmigo misma y pues estoy feliz y satisfecha aunque super nerviosa por el nuevo!,7
joder,1
@lalazcano ...nivel nacional. No lo pienses mas,4
#_4_ ESTOY MUY FELIZ POR ESTE PREMIO NUESTROS NI\84OS DEBEN ESTAR SUPER FELICES ESTE SU 18 DAESANG,7
@miseleccionmx a ver si es verdad ya las encontre https://t.co/GNqJKlk3yn,5
@Telcel te odio,1
@VILLALVAZO13 ayer me llego un mensaje de texto q decia q ya estaba programado el 911 en mi telefono estoy con #AT&T #Iusacell,4
Estoy super feliz por todo lo que estas logrado @ElJuanpaZurita #JZEnDGfw18,7
@deuxpavel Pavel,4
@movistar_es pero si cuando dices avisar a los tecnicos es para que miren en Movistar entonces de acuerdo.,4
Tomarse fotos con edecanes de #Telcel es uno de los #HobbiesDeNacos,3
Existen otras empresas en Venezuela que ofrecen Internet,3
Finalmente mi problema con @movistar_es esta solucionado,6
RT @xatakaesports: Que supone para @ESLspain   el acuerdo con Movistar? El Director General de ESL nos da las claves: https://t.co/VPIyylX,5
Me llego este aviso de @ATTMx. Saben si para #CDMX y/o #EdoMex desde un tel fijo ya tambien funciona como #911? https://t.co/lV6qzwlShk,4
MOVISTAR MEXICO// Telefonia movil y fija,4
@Telcel y los planes ?? xD ok ya mejor me echo un clavado en la pagina xD,2
#CES2017: El Sony Xperia Projector,4
@cydnavi 01 Indicanos que informacion te indicaron y tambien comentanos si ya tienes tu SIM Movistar,5
prefiero movistar en vez de telcel,2
@ATTMx primero solucionen los problemas de red en Actopan Hidalgo... Aqui se estan quedando muy atras.,2
@nayelirojass Claro Nayeli! Nuestros Planes #TelcelMaxSinLimite te brindan llamadas,4
Movistar+ saca su artellieria pesada: 14 nuevas series propias entre 2017 y 2018 https://t.co/dr0yZi3hPo https://t.co/1F5NOfMO5c,5
Nada mas lindo que un viernes de verano,5
Pinchi gente pendeja de telcel,1
Yo estoy s\9Cper feliz despierta a estas horas y ma\96ana tengo que levantarme temprano para ir a una obra. \C0Por qu\8E Dios?,7
me gusta mas movistar que telcel,2
Atencion!! @ATTMx https://t.co/tF484C0ZkI,7
@pabloguerrilla Hola,5
"@Jaryoficial @carlamedina @ElJuanjoHerrera @letysaha Estas super Guapo mi ni\96o, Estoy super emocionada y feliz ,Te amo",7
RT @ElReyLeonMexico: Promocion\nHoy no pierdas la oportunidad! Ven a la taquilla del Teatro Telcel y busca tus boletos con un precio espe,5
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/SOriqcNnqy https://t.co/aNlEY9gQ3Q,2
RT @abcdenim: Necesito q watsap se adapte a msn asi puedo poner la q de quilmes y la m de movistar cuando hablo,5
me gustan,5
Con quien me quejo,2
puta mierda de compania @movistar_es 2 dias para soluccionar problemas con el internet .,1
Me ha gustado un video de @YouTube de @gusgrioficial (https://t.co/xUsjgi5TCl - ASI SE LE CONTESTA A LA ESTAFA DE TELCEL 100 MIL,5
me cago,1
Justo hoy hace 15 anos de esta imagen,4
@ServicioTelcel que son estas pendejadas @Telcel le puse $50.00 y fueron los mismos que se me fueron en absolutamen https://t.co/ptSXxEwUfK,1
RT @ibxngbxngdr: #BTS2ndShowforChileCONFIRMED\nYA CONCHATUMARE TIENEN LA SEGUNDA FECHA POBRE DE USTEDES QUE NO COLPASE ESA WEA DE MOVISTAR A,5
Esta noche\n Argentino - Estudiantes\n Junin\n La Liga Contenidos @MovistarArg \n https://t.co/wc9JTaeiIA https://t.co/rQjWMAGhqU,4
"@AgusAgazzani me encanta verte fel\92z ,lo super mereces,aparte Gast\97n parece y estoy seguro que es muy buen pibe!!!queria decirlo!!!!un beso!!",7
@soy_gy Ven a Telcel! Goza de tus servicios de voz y datos en tu smartphone con la cobertura que tenemos en el pais https://t.co/Q5H19Y9lBo,5
Estoy viendo a Marco super feliz . Nunca lo habia visto asi #VIPDirecto,7
Cambiate a AT&T y disfruta de un ano de eventos! Tomate una foto realizando tu portabilidad y gana. Checa las base https://t.co/AGeSEUvuCt,6
Anuncia @1AntonioPerez integrante por varios anos de @escuderiatelmex @Telcel su retiro como piloto\n https://t.co/AFAMfD8nPA,4
@RosannaGG @Sisku_67 @movistar_F1 @juliomoralesm esto nos va  hacer retomar la tactica del futbol ver la tele y escuchar la radio o internet,4
"Al fin me voy a sacar las ganas de comer pan dulce, estoy super feliz",7
RT @PitiHurtado: En 20 min. empieza un MultiLiga Endesa q es el programa del mes,4
@villalobossebas feliz cumplea\96os al mejor YouTuber ya tienes 21 a\96os estoy s\9Cper orgullosa de ti Espero que la est\8Es pasando super bien pic.twitter.com/1Gj6FET7sP,7
@nathcampost @nathxsmile alv!!! Estoy s\9Cper feliz por ti...,7
"@uyalbert_uy te juro que estoy super feliz , como si la que fuese a New York fuese yo! P\87salo genial Albert",7
Feliz Cumplea\96os Peque\96o Estoy Tan Orgullosa De Ti A Celebrar Otro A\96o M\87s De Vida Te Quiero P\87sala Super #FelizCumpleanosSV pic.twitter.com/nNV7Lr21Gg,7
@movistar_es Si Emi ,6
RT @blancoduran: Oye @Telcel deberias implementar 1 fila especial para adultos mayores mujeres embarazadas y personas discapacitadas en ate,3
Primera vez en el cine en USA!! Estoy s\9Cper feliz !! Vamos a ver Sing! #habana #bloggerstyle  https://www. instagram.com/p/BPQ6MVEBVfN/,7
@MovistarMX @miseleccionmx #desafiomovistar los chinos de la oreja. La munequera. El gafete. La placa del trofeo. Y el tatuaje,4
@rubiocesar  Buen dia. Presentas alguna situacion? Por favor mandame un DM y con mucho gusto te ayudo a solucionarla. Excelente Martes! KG,5
"@angelara23 feliz cumple espero y te la hayas pasado super bien con tu familia y amigos, estoy aqu\92 para todo te quiero y te extra\96o",7
Ademas al tratar de dar de baja el servicio el SMS al 7070 es el unico que curiosamente no se puede enviar. https://t.co/XtmxEJ5Mfl,1
@SoyDonovan Tambi\8En estoy s\9Cper feliz beb\8E.,7
@Telcel Gracias estoy muy bien con @ATTMx  por algo me cambie de con Telcel,5
de todas formas seokjin tambi\8En se ve\92a super contento as\92 que si el es feliz yo estoy bien,7
Maldito seas Movistar y tus pocos MB,1
@Rsierraplus le habran subido el precio de movistar+...,4
estoy enojado con telcel,1
@vero_gp20 continuo a tu servicio. Si te gusta la musica electronica,4
Este es otro sue\96o cumplido Como dijimos el 2017 es nuestro Estoy s\9Cper orgullosa y feliz Vamos por m\87s #JZRunwayDolceGabbana,7
@movistar_es esta manana funcionaba bien. Gracias,4
@monse_bm Hola! Permiteme brindarte la atencion que mereces. Por favor,6
El peor servicio del mundo!  (@ AT&T - @iusacell in Coyoacan,2
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,5
donde esta mi casa,3
chingadera,1
"Yo estoy tan feliz , tengo a mi familia conmigo, tengo a mis dos mejores amigas ah\92 siempre y estoy s\9Cper bien con Xady, gracias Dios!",7
RT @BancoExterior: Si,4
RT @ACBCOM: El MVP Movistar de diciembre,4
@robeer2 obtener recursos para que lleguen de forma gratuita a las zonas de bajos recursos. Conoce mas detalles de la nota en...,4
Hoy llega mi perro a la casa y estoy s\9Cper feliz .,7
Recuerdan el comercial de Movistar que tenia de fondo musical hey soul sister le agarre una arrechera a esa cancion.,5
Estoy super feliz !!,7
Yo de momento estoy super feliz de que mi Aless os est\8E sorprendiendo para bien #VIPDirecto,7
RT @MovistarNi: La promocion Estrena tu Nave Movistar entregavehiculo https://t.co/1wxI8FsVA8 https://t.co/lMqWDexH1b,4
RT @Unefon: Con un RT puedes cambiar el destino de alguien mas. #ComparteUnDeseo en https://t.co/t0y8q0yKGo https://t.co/2OapN6e7oI,5
"Te deseo la mejor de las suertes y ESTOY TAN FELIZ Y EMOCIONADA POR TI, S\F2PER ORGULLOSA TE AMOOO #JZRunwayDolceGabbana @ElJuanpaZurita",7
RT @ServicioTelcel: Quieres hacer una llamada y no tienes saldo? Marca *033  https://t.co/R5UJByNsOJ https://t.co/4OmP91jtle,5
aqui apesta,2
Joventut-Madrid,4
"@jcsanchezwriter pues yo estoy s\9Cper feliz , ni blue monday ni pepinillos en vinagre. Buenos d\92as escritor.",7
@specialoskar  Hola,5
Hoy me trataron bien en un Telcel,5
Estoy s\9Cper feliz porque parece que me dio amigdalitis xd,7
"QUE ORGULLO, ESTOY SUPER FELIZ DE LO QUE ESTA CRECIENDO GONZA! SE MERECE TODO EN ESTA VIDA",7
@karolsevilla quiero esa tablet esta s\9Cper padre toca esperar a que llegue a mi pa\92s pero estoy s\9Cper feliz por que ya esta a la venta,7
Estoy s\9Cper feliz pic.twitter.com/MsjXnXL9XW,7
@Chilimm 02 ejecutivo? Por este medio tambien te ayudamos,5
@Telcel Su servicio es una mierda :v,1
Estoy s\9Cper feliz estoy s\9Cper feliz ! #FirstDates236,7
@arlett3l Nosotros podemos ayudarte,5
Adquiere ya un Plan Telcel Max Sin Limite con Plazo Forzoso,4
Telcel y Paypal lanzan su propio sistema de pagos en Mexico https://t.co/rRDscVGjme #internet #ict,5
@MovistarMX es lo mismo Movistar que virginmobile .?,4
@ValeFloresVald1 Que tal! No lo pienses mas y descarga en tu celular  Claro musica https://t.co/LU0c57GQHn  Saludos! MV,4
Estoy super Feliz por ti Peuqe\96o @ElJuanpaZurita pic.twitter.com/t10Km5YyZ8,7
por que cuando te cambias de @orange_es a @movistar_es te siguen mandando mensajes? que van igual de lentos que su internet?,2
MOVISTAR FUSION PLUS// Fusion Fibra de 30Mb,4
RT @oopsnayar: UNIFICACION PARA RAMA! \n\nSOLO recibo tarjetas MOVISTAR!\n\nCualquier duda por MD! DIFUNDAN https://t.co/hnBFyjuDKC,4
RT @SaraAbril_G: Por reforma tributaria planes de datos subiran de precio asi:\nMovistar 13,4
RT @voz_populi: Empresarios valencianos compran una marca china de referencia para competir con Movistar y BQ https://t.co/iJjAtgYNy0 por @,5
@kike_Gtzz Cambiate y disfruta de la mejor cobertura a la maxima velocidad con #Telcel4GLTE enviame un DM con tu numero a 10 digitos,5
#JZRunwayDolceGabbana te lomereces estoy SUPER FELIZ,7
joder,1
estoy super feliz en verdad,7
no me gusta que maltraten,3
"Estoy s\9Cper feliz contigooooo, y quiero que nunca se te olvide",7
Estoy s\9Cper feliz,7
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,5
"@a20_fernanda Wow Estoy Feliz @a20_fernanda Le dio A Mi Respuesta // Es Como si Una S\9Cper Famosa Me diera , Te Amo",7
RT @elpalomitron: Desde la Casa Pilatos asistiendo a la presentacion de la nueva serie de Movistar+ ambientada en Sevilla,4
RT @Telcel: Telcel y @ClaromusicaMX traen para ti una batalla musical. Elige tu favorita y dale Like a @CD9 o RT @jesseyjoy  https://t.co/,5
El Himno de la alegria se entona a una sola voz como parte del gran final de #PAZ5 https://t.co/zqbffzzsKT,6
@SOYCarlosMota @ElFinanciero_Mx @ATTMx VOTA PORFAVOR Y HAZLO VIRAL.    https://t.co/0093XVcilw,4
no es muy bueno,2
@foo2002 Hairo,4
una porqueria,2
chingadera,1
\C1Se avecinan grandes cambios y estoy s\9Cper feliz por ellos!,7
Mas ofrecida que los servicios de claro y movistar \nJajaja,4
RT @ESLspain: Mas declaraciones del presidente de @Telefonica Espana @lmgilperez sobre @movistar_es y ESL #esports https://t.co/itIp4pCcqm,4
@grubioing ...Mandame un DM mas informacion. Quedo a tus ordenes. Saludos! CR https://t.co/DV9wcBWSxl,5
@AngelaSalinaas Hola Angela! Hay algo en lo que te pueda ayudar?  Hazmelo saber,5
Estoy s\9Cper emocionada Llor\8E con tu video De verdad estoy s\9Cper feliz @villalobossebas,7
@SoyNathan  Hola Nathan! Recuerda que los mejores estan con Telcel Te esperamos con un Plan #TelcelMaxSinLimite que puedes aprovechar con,5
@AnthonyVM123 disfrutar de la mejor red #Telcel4GLTE  Para una portabilidad comentame por DM los siguientes datos:,5
Estoy super feliz de que nct dream hayan ganado su primer premio,7
@enrik3610 Enrique! Realiza tu portabilidad a Telcel conservando tu mismo numero Es muy sencillo! Solo envia un DM con tu nombre completo,5
chingadera,1
"estoy tan feliz viendo super lovers, no necesito nada m\87s",7
Estoy s\9Cper pero s\9Cper feliz #amolavida pic.twitter.com/bM8hDhRKE1,7
ESTOY SUPER FELIZ GRACIAS MANGEL AHHHH,7
RT @Telcel: #CES2017 El nuevo Hisense A2 destacara por sus 2 pantallas,5
Estoy Super Feliz ! Te Amo Demasiado @villalobossebas https:// twitter.com/villalobosseba s/status/821484502858002432 ,7
RT @offerrall: Me complace anunciar que formare parte de este gran proyecto como es @movistar_riders  en la temporada 2017.  ,5
porqueria,1
@alberto_ep93 y muy malo ademas,2
@franciscozea plan telcel 200 pesos todo ilimitado llamadas eua y Canada y redes sociales,5
Estoy super feliz por las chicas pero por dentro estoy rota... es algo que solo entender\87n quienes siempre han apoyado a las cinco.,7
me gusta mas movistar que telcel,2
@Missfiire Estoy super feliz *-* Siempre merece la pena estar a su lado <3,7
RT @ottoreuss: SUBLIME: Pillan a Telefonica usando subtitulos descargados de Internet para sus series de Movistar+ https://t.co/CzQsLUs41H,3
"#UnDiaEnMilanGQyJZ estoy s\9Cper orgullosa de ti @ElJuanpaZurita estas logrando muchas cosas incre\92bles, no sabes lo feliz que soy",7
